Sample	Family ID	Population	Population Description	Gender	Relationship	Unexpected Parent/Child 	Non Paternity	Siblings	Grandparents	Avuncular	Half Siblings	Unknown Second Order	Third Order	Other Comments
HG01797	HG01797	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01798	HG01798	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01799	HG01799	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01800	HG01800	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01801	HG01801	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01802	HG01802	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01804	HG01804	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01805	HG01805	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01806	HG01806	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01807	HG01807	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01808	HG01808	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01809	HG01809	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01810	HG01810	CDX	Chinese Dai in Xishuangbanna, China	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01811	HG01811	CDX	Chinese Dai in Xishuangbanna, China	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01812	HG01812	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01813	HG01813	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01815	HG01815	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01816	HG01816	CDX	Chinese Dai in Xishuangbanna, China	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01817	HG01817	CDX	Chinese Dai in Xishuangbanna, China	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01840	VN007	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01841	VN008	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01842	VN009	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01843	VN010	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01844	VN011	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01845	VN012	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01846	VN013	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01847	VN014	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01848	VN015	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01849	VN016	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01850	VN017	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01851	VN018	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01852	VN019	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01853	VN020	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01855	VN022	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01857	VN024	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01858	VN025	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01859	VN026	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01860	VN027	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01861	VN028	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01862	VN029	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01863	VN030	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01864	VN031	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01865	VN032	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01866	VN033	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01867	VN034	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01868	VN035	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01869	VN036	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01870	VN037	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01871	VN038	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01872	VN039	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01873	VN040	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01874	VN041	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01878	VN045	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01879	BB01	ACB	African Caribbean in Barbados	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01880	BB01	ACB	African Caribbean in Barbados	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01881	BB01	ACB	African Caribbean in Barbados	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01882	BB02	ACB	African Caribbean in Barbados	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01883	BB02	ACB	African Caribbean in Barbados	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01884	BB03	ACB	African Caribbean in Barbados	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01885	BB03	ACB	African Caribbean in Barbados	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01886	BB04	ACB	African Caribbean in Barbados	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01887	BB04	ACB	African Caribbean in Barbados	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01888	BB02	ACB	African Caribbean in Barbados	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01889	BB05	ACB	African Caribbean in Barbados	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01890	BB05	ACB	African Caribbean in Barbados	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01891	BB05	ACB	African Caribbean in Barbados	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01892	PEL007	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01893	PEL007	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01894	BB06	ACB	African Caribbean in Barbados	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01895	BB06	ACB	African Caribbean in Barbados	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01896	BB07	ACB	African Caribbean in Barbados	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01897	BB07	ACB	African Caribbean in Barbados	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01898	PEL007	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01912	BB06	ACB	African Caribbean in Barbados	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01914	BB09	ACB	African Caribbean in Barbados	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01915	BB09	ACB	African Caribbean in Barbados	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01916	BB09	ACB	African Caribbean in Barbados	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01917	PEL006	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01918	PEL006	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01919	PEL006	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01920	PEL009	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01921	PEL009	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01922	PEL009	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01923	PEL010	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01924	PEL010	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01925	PEL010	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01926	PEL011	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01927	PEL011	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01928	PEL011	PEL	Peruvian in Lima, Peru	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01932	PEL013	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01933	PEL013	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01934	PEL013	PEL	Peruvian in Lima, Peru	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01935	PEL014	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01936	PEL014	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	HG01983	NA	NA
HG01937	PEL014	PEL	Peruvian in Lima, Peru	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01938	PEL015	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01939	PEL015	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01940	PEL015	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01941	PEL016	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01942	PEL016	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01943	PEL016	PEL	Peruvian in Lima, Peru	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01944	PEL017	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01945	PEL017	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01946	PEL017	PEL	Peruvian in Lima, Peru	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01947	PEL018	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01948	PEL018	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01949	PEL018	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01950	PEL019	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01951	PEL019	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01952	PEL019	PEL	Peruvian in Lima, Peru	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01953	PEL020	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01954	PEL020	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01955	PEL020	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01956	BB03	ACB	African Caribbean in Barbados	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01958	BB10	ACB	African Caribbean in Barbados	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01959	BB10	ACB	African Caribbean in Barbados	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01960	BB11	ACB	African Caribbean in Barbados	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01961	PEL21	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01965	PEL22	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01967	PEL023	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01968	PEL023	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01969	PEL023	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01970	PEL024	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01971	PEL024	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01972	PEL024	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01973	PEL25	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01974	PEL25	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01975	PEL25	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01976	PEL26	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01977	PEL26	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01978	PEL26	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01979	PEL27	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01980	PEL27	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01981	PEL27	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01982	PEL28	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01983	PEL28	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	HG01936	NA	NA
HG01984	PEL28	PEL	Peruvian in Lima, Peru	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01985	BB08	ACB	African Caribbean in Barbados	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01986	BB10	ACB	African Caribbean in Barbados	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01987	BB12	ACB	African Caribbean in Barbados	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01988	BB11	ACB	African Caribbean in Barbados	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01989	BB11	ACB	African Caribbean in Barbados	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01990	BB12	ACB	African Caribbean in Barbados	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01991	PEL29	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01992	PEL29	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01993	PEL29	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01995	PEL30	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01997	PEL31	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG01998	PEL31	PEL	Peruvian in Lima, Peru	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02002	PEL33	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02003	PEL33	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02004	PEL33	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02006	PEL34	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02008	PEL31	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02009	BB13	ACB	African Caribbean in Barbados	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02010	BB13	ACB	African Caribbean in Barbados	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02011	BB13	ACB	African Caribbean in Barbados	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02012	BB12	ACB	African Caribbean in Barbados	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02013	BB07	ACB	African Caribbean in Barbados	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02014	BB04	ACB	African Caribbean in Barbados	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02015	VN046	KHV	Kinh in Ho Chi Minh City, Vietnam	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02016	VN046	KHV	Kinh in Ho Chi Minh City, Vietnam	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02017	VN046	KHV	Kinh in Ho Chi Minh City, Vietnam	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02018	VN047	KHV	Kinh in Ho Chi Minh City, Vietnam	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02019	VN047	KHV	Kinh in Ho Chi Minh City, Vietnam	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02020	VN047	KHV	Kinh in Ho Chi Minh City, Vietnam	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02021	VN048	KHV	Kinh in Ho Chi Minh City, Vietnam	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02023	VN048	KHV	Kinh in Ho Chi Minh City, Vietnam	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02024	VN049	KHV	Kinh in Ho Chi Minh City, Vietnam	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02025	VN049	KHV	Kinh in Ho Chi Minh City, Vietnam	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02026	VN049	KHV	Kinh in Ho Chi Minh City, Vietnam	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02027	VN050	KHV	Kinh in Ho Chi Minh City, Vietnam	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02028	VN050	KHV	Kinh in Ho Chi Minh City, Vietnam	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02029	VN050	KHV	Kinh in Ho Chi Minh City, Vietnam	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02030	VN051	KHV	Kinh in Ho Chi Minh City, Vietnam	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02031	VN051	KHV	Kinh in Ho Chi Minh City, Vietnam	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02032	VN051	KHV	Kinh in Ho Chi Minh City, Vietnam	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02035	VN052	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02040	VN054	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02046	VN056	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	HG02067	NA	NA	NA	NA	NA	NA
HG02047	VN056	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02048	VN057	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02049	VN058	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02050	VN059	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02051	BB14	ACB	African Caribbean in Barbados	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02052	BB14	ACB	African Caribbean in Barbados	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02053	BB15	ACB	African Caribbean in Barbados	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02054	BB15	ACB	African Caribbean in Barbados	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02055	BB15	ACB	African Caribbean in Barbados	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02056	VN060	KHV	Kinh in Ho Chi Minh City, Vietnam	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02057	VN060	KHV	Kinh in Ho Chi Minh City, Vietnam	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02058	VN060	KHV	Kinh in Ho Chi Minh City, Vietnam	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02059	VN061	KHV	Kinh in Ho Chi Minh City, Vietnam	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02060	VN061	KHV	Kinh in Ho Chi Minh City, Vietnam	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02061	VN061	KHV	Kinh in Ho Chi Minh City, Vietnam	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02064	VN062	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02067	VN063	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	HG02046	NA	NA	NA	NA	NA	NA
HG02068	VN064	KHV	Kinh in Ho Chi Minh City, Vietnam	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02069	VN064	KHV	Kinh in Ho Chi Minh City, Vietnam	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02070	VN064	KHV	Kinh in Ho Chi Minh City, Vietnam	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02071	VN065	KHV	Kinh in Ho Chi Minh City, Vietnam	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02072	VN065	KHV	Kinh in Ho Chi Minh City, Vietnam	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02073	VN065	KHV	Kinh in Ho Chi Minh City, Vietnam	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02074	VN066	KHV	Kinh in Ho Chi Minh City, Vietnam	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02075	VN066	KHV	Kinh in Ho Chi Minh City, Vietnam	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02076	VN066	KHV	Kinh in Ho Chi Minh City, Vietnam	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02077	VN067	KHV	Kinh in Ho Chi Minh City, Vietnam	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02078	VN067	KHV	Kinh in Ho Chi Minh City, Vietnam	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02079	VN067	KHV	Kinh in Ho Chi Minh City, Vietnam	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02080	VN068	KHV	Kinh in Ho Chi Minh City, Vietnam	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02081	VN068	KHV	Kinh in Ho Chi Minh City, Vietnam	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02082	VN068	KHV	Kinh in Ho Chi Minh City, Vietnam	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02083	VN069	KHV	Kinh in Ho Chi Minh City, Vietnam	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02084	VN069	KHV	Kinh in Ho Chi Minh City, Vietnam	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02085	VN069	KHV	Kinh in Ho Chi Minh City, Vietnam	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02086	VN070	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02087	VN071	KHV	Kinh in Ho Chi Minh City, Vietnam	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02088	VN072	KHV	Kinh in Ho Chi Minh City, Vietnam	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02089	PEL35	PEL	Peruvian in Lima, Peru	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02090	PEL35	PEL	Peruvian in Lima, Peru	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02091	PEL35	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02095	BB16	ACB	African Caribbean in Barbados	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG02102	PEL37	PEL	Peruvian in Lima, Peru	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
